"Num","Bib","Gender","Age","Time5k","OfficialTime","Result"
338,3,1,60,1494,13753,13551
339,3,1,60,1595,14841,14400
340,3,1,60,1095,9903,10006
341,3,1,60,1476,13934,13512
342,3,1,60,1540,14511,13914
343,3,1,60,1829,14973,16506
344,3,1,60,1294,11530,11745
345,3,1,60,1798,16567,16299
346,3,1,60,1099,9553,10031
347,3,1,60,1582,13765,14314
348,3,1,60,1106,10013,10078
349,3,1,60,1680,17366,15291
350,3,1,60,1326,11767,12032
351,3,1,60,1250,10105,11413
352,3,1,60,1414,13916,12826
353,3,1,60,1793,17494,16274
354,3,1,60,1379,14496,12484
355,3,1,60,1535,14791,13991
356,3,1,60,1142,11442,10443
357,3,1,60,1816,16000,16534
358,3,1,60,1514,14563,13714
359,3,1,60,1289,10924,11786
360,3,1,60,1499,13339,13717
361,3,1,60,1256,12185,11525
362,3,1,60,1497,12899,13669
363,3,1,60,1466,15589,13328
364,3,1,60,1627,12582,14776
365,3,1,60,1550,13639,14170
366,3,1,60,1785,14821,16222
367,3,1,60,1590,14218,14491
368,3,1,60,1141,10098,10280
369,3,1,60,1285,12505,11695
370,3,1,60,1599,13841,14672
371,3,1,60,1478,14368,13405
372,3,1,60,1466,13224,13370
373,3,1,60,1547,15984,13991
374,3,1,60,2219,19203,20198
375,3,1,60,1215,10475,11148
376,3,1,60,1675,14747,15233
377,3,1,60,1749,17994,15964
378,3,1,60,1141,10098,10280
379,3,1,60,1714,16771,15555

